msgid	msguser	msgtext	replyid	replyuser	replytext
508744739370196992	1396698397	Kiss me xoxo	508744833872429056	1328060750	[MENTION] hell yeah😂😘
508744739370196992	1396698397	Kiss me xoxo	508790735785979904	2684899689	[MENTION] okay😘
508745771785535488	1396698397	I'm ugly as hell	508790694941822976	2684899689	[MENTION] wtf no you're not
508778284272742400	55592183	which tee is your fave ? [URL] [URL]	508786560050167808	824289330	“ [MENTION] : which tee is your fave ? [URL] [URL] ” I want both 💕
508797003938029568	1396698397	I need tea	508797143935897600	2684899689	[MENTION] I'll make you some☕️
508804523230363648	110288084	The bro [MENTION] & I 😎 [URL]	508808228050722816	110288084	[MENTION] drake *
509127746497568768	588004256	[MENTION] I was gonna ask you to , buttttt I'm gonna try and do it and if it doesn't look right ...... yeahhh you can make me one😂😂	509128075897212928	588004256	[MENTION] does it look alright or nah ?
509128075897212928	588004256	[MENTION] does it look alright or nah ?	509128549648044032	588004256	[MENTION] 😉😉😉
509179380065918976	588004256	[MENTION] you can remind me for the next week if you want but I won't bother me nearly as much as cams bothered you . 👊	509179838771785728	588004256	[MENTION] * it won't
509432104203993088	1396698397	I need u	509432179009802240	1328060750	[MENTION] i need you to ❤ ️
509538000368574464	2726065606	Trying to dm cameron to ask him questions about the start tag but he doesn't follow me😩😩😩😞 [MENTION]	509543782401187840	2726065606	[MENTION] .
509612661936377856	1396698397	Why you leave I love you	509678871533613056	2684899689	[MENTION] I love you more
509787757598621696	1396698397	Love you	509787821302108160	467781586	[MENTION] I love you more
509787757598621696	1396698397	Love you	509787910552301568	841076833	“ [MENTION] : Love you ” I love you too
509885082551586816	1705991035	Birthday boys . [URL]	509907060159705088	278328390	Happy birthday [MENTION] . I'll see you in a couple days 😎
509907060159705088	278328390	Happy birthday [MENTION] . I'll see you in a couple days 😎	509926714818838528	1705991035	See ya soon man ! Photo shoot happening when you're back . - “ [MENTION] : Happy birthday [MENTION] . I'll see you in a couple days 😎 ”
510183532241514496	1396698397	Screw dating marry me 😏	510190072990552064	2684899689	[MENTION] sure thang bby when the wedding ? 😏
510183532241514496	1396698397	Screw dating marry me 😏	510190142238507008	841076833	“ [MENTION] : Screw dating marry me 😏 ” Okay 😘💍
510456836655312896	1705991035	😔 [MENTION] your style changed . I miss the ol khaki shorts and simple t-shirt Matt .	510457690460790784	841076833	“ [MENTION] : 😔 [MENTION] your style changed . I miss the ol khaki shorts and simple t-shirt Matt . ” Bryant gets us 🙌
510644544572891136	1396698397	6/9 in the house tonight	510646837217591296	2684899689	[MENTION] I love you
510780935122726912	379408088	I might have got a harry potter robe and 5 wands	510786055038316544	2448169998	[MENTION] i'm watching harry potter rn😂
510789340671520768	379408088	[URL]	510790988697440256	2448169998	[MENTION] you're a wizard shawn
510877534620495872	2188697749	tam olarak : 😭	558982433862062080	2188697749	bu geceyi tekrardan yasadım , deja vu 😭 [MENTION]
510952756446642176	278328390	Low key want u	510952827439812608	588004256	“ [MENTION] : Low key want u ” who doesn't 💁
511238940356251648	363961928	I love how everyone thinks I'm the innocent one when I'm actually the total opposite 😂	511329470008283136	326492577	[MENTION] [MENTION] I don't think anyone thinks your innocent babe
511301323187560448	588004256	[MENTION] I was trying to get the ice cream outta my hair🍦	511301934666747904	588004256	[MENTION] yeah , because I most definitely wanted to smell that awful smell😷😵
511317949009776640	363961928	Just uploaded a shirtless pic on ig w/ [MENTION] 😂	511361039485513728	1396698397	... [MENTION] hahaha love you fool xo
511327162373136384	278328390	I kinda wanna do a photo shoot with Bryant	511533306337173504	1705991035	Lets plan it out and publish a whole set of photos 😎 - “ [MENTION] : I kinda wanna do a photo shoot with Bryant ”
511704001876725760	1396698397	How are you ?	511704285986713600	2684899689	[MENTION] I'm great . how was your day ?
511704001876725760	1396698397	How are you ?	511704567848124416	467781586	[MENTION] good , loving you
511722993735581696	1396698397	Goodnight babes ☺ ️	511723327753580544	2684899689	[MENTION] goodnight sweet dreams ☺ ️
511992828130390016	1396698397	I wanna ride four wheelers , fish , swim and chill with my old homies	511993117890064384	2684899689	[MENTION] I love you
512008380550893568	382402366	How's everybody's day going ?	512008440261005312	2541854413	[MENTION] [MENTION] WONT COME THRU IM UPSET
512013448105172992	330705266	New vine is up ! Like and revine and tweet me a screenshot and ill follow a few of you guys !	512014341844262912	2448169998	[MENTION] you don't really follow any of us😞
512018549615783936	278328390	I fucking love Hayes	512982112790913024	1042042788	“ [MENTION] : I fucking love Hayes ”
512025279653748736	307652238	Can I love you and forever keep you by my side ! 😩😘💘 |loveisintheair [MENTION]	512044613201584128	307652238	[MENTION] Can I love you and forever keep you by my side ! 😩😘💘 |loveisintheair
512045753150500864	330705266	Goodnight everyone love you	512045836738781184	2711961214	[MENTION] love you more sleep tight
512045753150500864	330705266	Goodnight everyone love you	512045895370952704	467781586	[MENTION] night baby
512055001326559232	2684899689	[MENTION] I get you're wrong . I'll DM you a picture	512061269160259584	2684899689	[MENTION] told you I'm ugly😏
512062412259082240	330705266	[MENTION] sleep [URL]	512062939595935744	1705991035	😂 We were passed out . - “ [MENTION] : [MENTION] sleep [URL] ”
512071094006603776	1396698397	I love u	512071776869040128	2684899689	[MENTION] I love you more
512120700304625664	129859603	I miss Cam being active but i'm happy because has been so busy and making his dream come true .	512120843292643328	129859603	* he
512381160819679232	1396698397	Should I recorded a new YouTube video	512381428446019584	2684899689	[MENTION] yaaaassssssss
512386218123075584	403171568	“ [MENTION] : My boy Ferrer a hot commodity I see ! 😂 ” that's all you man ! Got these girls crazy over you	512386436536860672	2541854413	[MENTION] [MENTION] i mean you looked pretty good in that video andrew 🙊
512397324488691712	1396698397	Life	512397388611596288	467781586	“ [MENTION] : Life ” of the party
512440922227736576	1396698397	Hi babes	512441320296943616	2684899689	[MENTION] hey babe how was your day ?
512605355797659648	382402366	Got the half a millli ! That's beyond crazy . Much love to all of u for that 😘 Getting on a flight now . Ill follow sum of u later	512605550434340864	467781586	[MENTION] have a safe flight baby ❤ ️
512633113323659264	1705991035	Fav if you've seen my recent snapchat story . 😊📷	553930605742661632	107030164	[MENTION] your icon ommggggg
512677823832530944	330705266	Who do you think won ? Me or [MENTION] ?	512678733317439488	2448169998	[MENTION] [MENTION] i haven't watched the video bc slow wifi😩😭
512752032256499712	330705266	[MENTION] takes all my good quality pictures . You'll be able to tell . He's a AMAZING photographer . So . Yeah . Love you	512757122128281600	1705991035	☺ ️ - “ [MENTION] : [MENTION] takes all my good quality pictures . You'll be able to tell . He's a AMAZING photographer . So . Yeah . Love you ”
512779876999233536	139539038	Why am I losing interest in filming .. I always get in this funk & don't have a good idea or noo motivation ... youtube gods , help me😩🙏	512779997090566144	467781586	[MENTION] check dms😏
512820895111331840	2541854413	Andrew should fix his header bc all their heads are chopped off	512821020240011264	403171568	“ [MENTION] : Andrew should fix his header bc all their heads are chopped off ” I know I hate this new update lol
512964450966863872	1042042788	Cam girl here🙋🙋💓 [URL]	512964694630748160	1042042788	[MENTION] [MENTION]
512979437055660032	330705266	I freaking love jack	512979523605118976	1328060750	[MENTION] what jack ?
513063350733787136	363961928	What has magcon turned in to ...?	513063479327326208	1328060750	[MENTION] phaa its shit who are they ?
513069510572515328	363961928	I miss magcon so much . Those were the days .	513070179551809536	2448169998	[MENTION] and you think we don't miss it too😞 ? we wish you guys could work it together literally we miss you so much ❤ ️
513071557263228928	330705266	I'll be following people back ! Who vote for me (; [URL]	513071846267576320	129859603	[MENTION] [URL]
513071557263228928	330705266	I'll be following people back ! Who vote for me (; [URL]	513071883437486080	129859603	[MENTION] ALREDY DID [URL]
513071557263228928	330705266	I'll be following people back ! Who vote for me (; [URL]	513071922939437056	129859603	[MENTION] follow me [URL]
513071557263228928	330705266	I'll be following people back ! Who vote for me (; [URL]	513071979398987776	129859603	[MENTION] I voted for you💕 [URL]
513071557263228928	330705266	I'll be following people back ! Who vote for me (; [URL]	513072126430314496	129859603	[MENTION] |socialslamhayes I VOTED FOR U💕💕💕 [URL]
513071557263228928	330705266	I'll be following people back ! Who vote for me (; [URL]	513072304042278912	129859603	[MENTION] |socialslamhayes 💕💕💕 [URL]
513077063801393152	1328060750	miss this " us against the world " [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] and the rest [URL]	513080022484418560	1328060750	[MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] [MENTION] miss this so much😔 ❤ ️
513080899802378240	1396698397	People act like we got big just off magcon .... We all already had 100ks beside our names .. We got big because of you guys	513081804224737280	129859603	[MENTION] tbh
513289080512077824	1396698397	What if all us guys got back together ?	513289345550524416	1328060750	[MENTION] that would be amazing ❤ ️😘
513289080512077824	1396698397	What if all us guys got back together ?	513289412541964288	1328060750	[MENTION] PLEASE ❤ ️
513452860668149760	363961928	I hate when people take my stuff without asking 😠	514117283128426496	1906234147	“ [MENTION] : I hate when people take my stuff without asking 😠 ” that's why I took yo socks
513570911514292224	403171568	Ready for the night 😁 |Ateam [URL]	513571466357383168	110288084	“ [MENTION] : Ready for the night 😁 |Ateam [URL] ” 😛😛😛
513740475376091136	330705266	Lake dayz	513740693387608064	2711961214	[MENTION] I'm at home by myself eating peanut butter and chocolate
513756553313124352	278328390	Everyone go check out [MENTION] new YouTube video , it's sick .. now I wanna go skydiving . [URL] give it a thumbs up 😜	513756656287903744	129859603	[MENTION] follow me 😙
513848729578004480	330705266	Miss u	513848771411972096	2711961214	[MENTION] miss you more
513849119518232576	129859603	NOOOOO [URL]	513850255180578816	129859603	GUYS
513855850344349696	129859603	Cameron we all know you like Andrea so why you won't be honest woth us ? 😁	513855897534496768	129859603	* with
513876123692720128	1906234147	Tweet me if you have any photos with/of me tonight 😚	513876296053825536	2744930975	[MENTION] aw 😪
514103513618468864	129859603	Cameron are we dating ? 😏	514103573551259648	129859603	[MENTION]
514162261444009984	363961928	Lol at [MENTION] feet 😂 [URL]	514163028233682944	1906234147	. [MENTION] bad timing right lol
514190208699334656	1906234147	Tweet me let's talk about stuff that's kinda cool . let's goodisoahajajaja	514190471904907264	467781586	[MENTION] no I'm doing homework
514200030844964864	1906234147	“ [MENTION] : [MENTION] did you know i love you like alot ” did u know I love you like a lot , but more than u love me	514200152903778304	467781586	[MENTION] MATTHEW GUESS WHAT
514200115905441792	1906234147	. [MENTION] BOTHHHHHHHHHHHH AGAIAISNDJDHQL	514200221442916352	467781586	[MENTION] where's Larry ? Tell him I say hi
514200115905441792	1906234147	. [MENTION] BOTHHHHHHHHHHHH AGAIAISNDJDHQL	514200309540085760	467781586	[MENTION] but baby if you love me you have to show me love
514200115905441792	1906234147	. [MENTION] BOTHHHHHHHHHHHH AGAIAISNDJDHQL	514200381992501248	467781586	[MENTION] you look so fucking good with your hair down
514200115905441792	1906234147	. [MENTION] BOTHHHHHHHHHHHH AGAIAISNDJDHQL	514200460069457920	467781586	[MENTION] I'm cold cuddle me
514200115905441792	1906234147	. [MENTION] BOTHHHHHHHHHHHH AGAIAISNDJDHQL	514200538238681088	467781586	[MENTION] do you like raisins
514200115905441792	1906234147	. [MENTION] BOTHHHHHHHHHHHH AGAIAISNDJDHQL	514200687891472384	467781586	[MENTION] ask me to homecoming
514222218319253504	1396698397	RT if you would go if we all got back together ...	514230031699435520	2684899689	[MENTION] RTx153968748601916476927195060193659101749195018636920384739681569
514223059180716032	330705266	[MENTION]	514225262612189184	382402366	. [MENTION] hey boo
514226588980760576	326492577	Retweet if you see this [MENTION] ❤ ️	514227187570864128	326492577	[MENTION] or nah
514227187570864128	326492577	[MENTION] or nah	514227625967894528	326492577	[MENTION] " never mess with someone's feelings " PRACTICE WHAT YOU PREACH MATT ✋
514257623773114368	1088207396	Babe	514257811589824512	841076833	“ [MENTION] : Babe . " Babe ?
514263119409868800	363961928	“ [MENTION] : “ [MENTION] : Wow I really need friends lol ” I don't need friends , they disappoint me ” duh you got me 😘	514263961014108160	129859603	[MENTION] [MENTION] [MENTION] goals
514367537262260224	1906234147	Haha those were lyrics to a song	514367683211849728	467781586	[MENTION] kiss me
514367537262260224	1906234147	Haha those were lyrics to a song	514367729974149120	467781586	[MENTION] good morning matthew
514367729974149120	467781586	[MENTION] good morning matthew	514367942352728064	467781586	[MENTION] acknowledge my existence
514577704541122560	1906234147	Tbh I don't even know what is going In my head sometimes . Lol	514579851018502144	1396698397	... [MENTION] I do 😘
514579851018502144	1396698397	... [MENTION] I do 😘	514580279189442560	1906234147	. [MENTION] u sly dog u
514937324157693952	278328390	I'm sitting at dinner with Jack and Andre and Life Of The Party just came on in the restaurant . That's insane . Miss you [MENTION] .	514975261969108992	379408088	[MENTION] miss u too homie ❤ ️
514942783673487360	1906234147	When u gettin roasted on ur tl [URL]	514942872635052032	363961928	. [MENTION] 😂😂😂
514942892557627392	1906234147	Haha I love you guys so much .	514943399661928448	2519340408	[MENTION] I love you more fuck da haters 😂 ❤
514977635869290496	1906234147	Hi cuties	514977738403635200	467781586	[MENTION] YOURE THE CUTIE HERE
514978360888287232	1906234147	I'm so tired aaaahhhhh	514978473992290304	467781586	[MENTION] let's cuddle and eat cupcakes together
515275088552525824	55592183	Hey [MENTION] if you could do anything right now , what would it be ? |aeronow	515276704097771520	363961928	. [MENTION] Hm ... I feel like going jet skiing right now ! 😁 |aeronow
515276704097771520	363961928	. [MENTION] Hm ... I feel like going jet skiing right now ! 😁 |aeronow	515277566895464448	55592183	Sounds awesome [MENTION] let's do it ! |aeronow
515277566895464448	55592183	Sounds awesome [MENTION] let's do it ! |aeronow	515278484277821440	363961928	. [MENTION] no way ! Really ? Right now !? 😳
515278484277821440	363961928	. [MENTION] no way ! Really ? Right now !? 😳	515280174351659008	55592183	. [MENTION] it's your time to live in the now . we're gonna hook you up !
515280174351659008	55592183	. [MENTION] it's your time to live in the now . we're gonna hook you up !	515281299633094656	363961928	. [MENTION] can I bring [MENTION] with me so we can race ? 😎
515284410695188480	55592183	. [MENTION] [MENTION] see you there ! 🌊☀️	515286634997088256	363961928	. [MENTION] [MENTION] we're on the way right now 😊 ☺ ️
515289686169112576	55592183	. [MENTION] [MENTION] look what's waiting for you ... [URL]	515292933889609728	363961928	. [MENTION] [MENTION] we're almost there ! 🙊
515309311719788544	363961928	Thanks [MENTION] for today ! I had so much fun living in the now with [MENTION] . Can't wait to see the video 😜	515311351011749888	55592183	. [MENTION] [MENTION] us too ! 😜
515325648559013888	278328390	Author Gilinsky [URL]	528982652356153344	2825905798	[MENTION] has anybody notice [MENTION] just chillin in the background
515549486727581696	363961928	“ [MENTION] : [MENTION] how are you carter😚 ” horrible	515550438520025088	2609837026	[MENTION] [MENTION] Well then
515622831619846144	1396698397	Magcon started around this time last year too 😔	515623433284362240	1328060750	[MENTION] dont let it bother you the old magcon was much better no one can take a way our memories were all still a famILY ...! ❤ ️
515678273569685504	278328390	Photo shoooooot [URL]	558455286013239296	1284721326	[MENTION] STOP TEASING BOY
515979120749338624	363961928	I still remember our first kiss 😘	515979533002883072	2609837026	[MENTION] ok
516271652813156352	1088207396	1st ever magcon was on this day last year ... 😁	516273625327222784	841076833	“ [MENTION] : 1st ever magcon was on this day last year ... 😁 ” 😭😭
516356600718954496	330705266	I just went on a rage .	516357731326771200	1328060750	[MENTION] hey hayes u okay ?
516361538723381248	330705266	The airport just called me over the intercom . Suspense	516361624748576768	1328060750	[MENTION] what did they say ?
516363399253749760	330705266	This is great	516364331936907264	1328060750	[MENTION] whats up ?
516371260985839616	363961928	I just now followed [MENTION] lol 😂	516371489038548992	2744930975	[MENTION] [MENTION] seriously 😂😂
516373980664827904	330705266	Singers are SOOOOOO attractive	516374133027131392	2711961214	[MENTION] I can't sing does that mean I'm not attractive ?
516373980664827904	330705266	Singers are SOOOOOO attractive	516374340691300352	1328060750	[MENTION] i sing but im no good at it😂😂
516421266656743424	1396698397	If you see this we are dating	516424160466464768	841076833	“ [MENTION] : If you see this we are dating " Alright 😘
516459392989155328	824289330	“ [MENTION] : Gunna leak the album in four minutes ” 😭😭😭😭😭😭💕💕💕💕💕 oh God 🙏	516459729330380800	824289330	[MENTION] [MENTION] 🙏🙊 what ??? I can't be real 😭
516683020695523328	1088207396	eu te amo	516683208856190976	467781586	[MENTION] te amo 😍😍
516723651572690944	1705991035	who agrees that i need to shoot with [MENTION] again ?	516727560290324480	1906234147	. [MENTION] I vote yes
516762617738985472	382402366	. [MENTION] dontxhu u dare touch the vans .. Jk I'll share the love ur welcome to borrow a pair . No 🔥 tho	516762800031809536	467781586	[MENTION] say hi to your girl 😍
516775485225697280	1705991035	IF YOU'RE READING THIS AND YOU WANT TO BE A PHOTOGRAPHER I JUST WANT TO LET YOU KNOW- TO NEVER GIVE UP AND NEVER LISTEN TO NEGATIVITY .	516775713534644224	841076833	[MENTION] Thanks Bryant 😘 ☺ ️
517017079955095552	379408088	Breakfast view 😍 [URL]	517019413812621312	1906234147	. [MENTION] so you just happened to be here and didn't tell me . I'm starting to think you don't love me anymore
517019413812621312	1906234147	. [MENTION] so you just happened to be here and didn't tell me . I'm starting to think you don't love me anymore	517025997552488448	379408088	[MENTION] i sorry ! So so busy ! I still love you ! Dont leave me 😭 ❤ ️
517025997552488448	379408088	[MENTION] i sorry ! So so busy ! I still love you ! Dont leave me 😭 ❤ ️	517058009302700032	1906234147	. [MENTION] you shall not fret young man . I love u still
517044666466717696	363961928	Fav if you want a tweet from me 😋	517044838186106880	1328060750	[MENTION] omg i would put it as my lockscreen
517044666466717696	363961928	Fav if you want a tweet from me 😋	517044843898368000	467781586	[MENTION] that's literally IMPOSSIBLE
517050158371323904	1396698397	So ready to publish this YouTube video I'm finally happy	517050255482036224	1328060750	[MENTION] 👏👏👏
517270017944326144	1328060750	Happy birthday myles you 22 already😵 love you have a good day😘😘 |happybirthdayYBM |HappyBirthdayMyles 😘 [URL]	517272055491084288	1328060750	[MENTION] [MENTION] ❤ ️😘
517270837129674752	1328060750	|HappyBirthdayMyles 😘 [URL]	517271937534660608	1328060750	[MENTION] [MENTION] ❤ ️
517271679551406080	1328060750	Happy birthday myles please stop growing up so fast👏 love you ❤ ️😘 hope u have a good day👏 ❤ ️ |hesturning5not22 |ymb ❤ ️ [URL]	517271878650851328	1328060750	[MENTION] [MENTION] 😘
517334477962358784	379408088	I am feeling very confident in the quality of my new music ! I really cant wait to see what you guys think 😊😊😃	517334668442886144	1328060750	[MENTION] you always have good music 😘
517363437605625856	379408088	Dont ever be afraid to say hi or ask for a picture if you see me in public ! I owe you guys so much , least i can do is take a pic wit ya ! 😊	517363563535794176	1328060750	[MENTION] i would but am from england😔😔
517432765202309120	1396698397	I care	517432870605172736	1328060750	[MENTION] this is why we love u taylor ❤ ️😘
517433469132349440	484961764	One of my favourite Nash tweets , better be coming to the UK soon 🇬🇧 ❤ ️ [MENTION] [URL]	552265646252490752	484961764	[MENTION] [MENTION] Nash tweeted this quite a while ago 😊
517443279403483136	47846709	Day flexxxxx thoooo |jeep |xj |cherokee [URL]	517491784096571392	47846709	Thank you for all that you have given me Lord🙏
517478039110684672	278328390	I wanna do something no one has ever done before	517486772713168896	467781586	[MENTION] like following me maybe
517694130018066432	330705266	Austin come see me tomorrow !!	517694185324183552	1328060750	[MENTION] come to Uk
517750416616878080	379408088	I knew i was a wizard	517750506127904768	1328060750	[MENTION] prove it😂😂
518035496573100032	330705266	Goodmorning ❤ ️	518035574981402624	2711961214	[MENTION] red bird
518251853385965568	139539038	Kians new puppy was here for 5 min and ... [URL]	518258258276913152	308297673	[MENTION] just like his ol ' man 😏
518363583894523904	495074577	I'm doing a follow spree at 3 PM today :)	518367902177964032	484961764	Yes ! Please follow me 😊 [MENTION]
518401151684071424	495074577	YOOOOOOO HASHTAG YO TWEETS |VoteVampsVevo FOLLOW SPREEEEEEEEEEEE [URL] You can vote as many times as you'd like :)	518411706096422912	484961764	Please I've tweeted 110 times now [MENTION] |VotesVampsVevo
518436504881082368	382402366	Quick little unexpected follow spree right now ??	518436569980866560	2429604951	[MENTION] YES
518473476399583232	1906234147	Why does Kyle make his house so cold 😩😩😩😣	518474774717411328	467781586	[MENTION] hi matt I exist :(
518474604642201600	1906234147	. [MENTION] you mean more to me than I mean to you ❤ ️	518474681670987776	467781586	[MENTION] [MENTION] matthew baby
518522708389543936	1396698397	Hi	518528336168239104	99381112	[MENTION] Howdy
518792724963946496	330705266	So done with fake fans	518792896305442816	1328060750	[MENTION] i have been here from the start and will be till the end😘
518792724963946496	330705266	So done with fake fans	518793685803474944	484961764	[MENTION] I love you hayes ❤ ️
518792724963946496	330705266	So done with fake fans	518794372465582080	363961928	. [MENTION] same dude
518809874134999040	363961928	Rt for a follow |FollowMeCarter	518811696195198976	2605929432	[MENTION] 🙊🙈🙉 |FollowMeCarter |FollowMeCarter
518856771595956224	484961764	|ImAnOverloaderBecause you never give up on your dreams and always put a smile on my face+ your absolutely amazing at singing [MENTION]	518857317870473216	484961764	[MENTION] also because your so inspirational and inspire me to follow my dreams ☁️💕
518857317870473216	484961764	[MENTION] also because your so inspirational and inspire me to follow my dreams ☁️💕	518857950509957120	484961764	[MENTION] I love you boys |ImAnOverloaderBeacuse
518882512333185024	278328390	Favorite this tweet if you want Jack and I to do a younow tonight and just do a buncha random stuff and make you laugh maybe	518887447128997888	484961764	[MENTION] I hate time differences 😠💕
518887219420225536	382402366	Damnnn and its [MENTION] Birthday ??? Happy Birthday man , hope u have a great day . Hopefully see u soon😎	518992542181130240	1088207396	[MENTION] just now saw this . haha thanks man . see you soon
518897684120227840	1906234147	HAPPPPY 12th BIRTHDAY BABY BOYYYY . COME BACK TO LA SOON SO WE CAN BAKE SOME CAKES OKKKKKKKKKKKKKKKKKKKKKKKKKK [MENTION]	518900010571014144	1088207396	. [MENTION] Thanks bff !!! I'll bring my racecars too so we can race them !
518901524886749184	330705266	So [MENTION] wanted to know if I could do anything right now what would it be ?	518901728549543936	1328060750	[MENTION] [MENTION] go mud bikeing
518914635370864640	330705266	Has an awesome time out here Thanks [MENTION] definitely posting the video tomorrow ! [URL]	518915015005716480	55592183	. [MENTION] can't wait to see that video !
518955001687711744	47846709	💁💁 selfie queen [URL]	519070881490825216	47846709	[MENTION]
518976832654548992	363961928	. [MENTION] it was at one point	518982437767229440	1396698397	... [MENTION] [MENTION] hahaha I'm so confused
518980737090215936	1705991035	happy bday [MENTION] and [MENTION] . love both of y'all ✨🎁	518984436806078464	1088207396	[MENTION] thanks brah ! love ya
518987111496941568	1396698397	Hahah can't believe people are charging $180 wtf	519207764728774656	2482534992	“ [MENTION] : Hahah can't believe people are charging $180 wtf ”
519171613875380224	1906234147	We ended that ride last night with 56 consecutive green lights . |gogreg	519178947339116544	1906234147	[MENTION] like whadda baws
519179103564333056	47846709	I'm sad	519183440672219136	99381112	[MENTION] eat ice cream
519183534221578240	1705991035	hey [MENTION] lets shoot this upcoming weekend ?	519205018302287872	1906234147	. [MENTION] next weekend ! I'm visiting my familyyyyy ❤ ️ ❤ ️ ❤ ️ ☺ ️
519184531455488000	1396698397	Meet and Greet is absolutely free !	519255310444154880	2541854413	“ [MENTION] : Meet and Greet is absolutely free ! ” U THE REAL MVP
519194874139377664	379408088	Nothing better then performing live for you guys	519198351007678464	484961764	[MENTION] I couldn't get tickets when you were performing in the uk 😔
519205018302287872	1906234147	. [MENTION] next weekend ! I'm visiting my familyyyyy ❤ ️ ❤ ️ ❤ ️ ☺ ️	519214177270124544	1705991035	sounds good 😊 shoot next weekend . - “ [MENTION] : . [MENTION] next weekend ! I'm visiting my familyyyyy ❤ ️ ❤ ️ ❤ ️ ☺ ️ ”
519291616528699392	1088207396	¯\_( ˘͡ ˘̯)_/¯	519291766512836608	467781586	[MENTION] hi I love you
519580573996572672	379408088	Should i make my snapchat public ?	522133192216936448	1328060750	[MENTION] yes😂🙏🙏🙏🙏🙏🙏🙏
519596310895132672	99381112	[MENTION] [MENTION] And in other news : |Kaniacs join forces demanding a |Leverage Movie	519596686230822912	99381112	Allowing me the pleasure of updating my |Kaniacs List . xoxo |Leverage Movie
519635660504707072	110288084	Derek Jeter is GOAT	519637826678190080	403171568	“ [MENTION] : Derek Jeter is GOAT ” yeah he's the GOAT huh ? Lol [URL]
519637826678190080	403171568	“ [MENTION] : Derek Jeter is GOAT ” yeah he's the GOAT huh ? Lol [URL]	519638053162192896	110288084	[MENTION] Greatest
519638053162192896	110288084	[MENTION] Greatest	519638264014049280	403171568	“ [MENTION] : [MENTION] Greatest ” 😂😂😂😂😂
519638264014049280	403171568	“ [MENTION] : [MENTION] Greatest ” 😂😂😂😂😂	519638472760369152	110288084	[MENTION] more rings than any dodger 😂😂😂😂😂
519638472760369152	110288084	[MENTION] more rings than any dodger 😂😂😂😂😂	519639616127651840	403171568	[MENTION] the 4 of 5 he won were in his first 5 years when the Yankees had the best team in baseball 😂 he did nothing
519639188975521792	382402366	But I've been pretty inactive lately so I'm gonna be doing a little dm spree later tonight to make it up to ya . Be ready	519639307145854976	467781586	[MENTION] do it if you're gonna dm me
519639616127651840	403171568	[MENTION] the 4 of 5 he won were in his first 5 years when the Yankees had the best team in baseball 😂 he did nothing	519640290655629312	110288084	[MENTION] at least you admit it 😎
519644523249430528	403171568	Barbosas just a bandwagon fan anyways lol	519645430615785472	110288084	“ [MENTION] : Barbosas just a bandwagon fan anyways lol ” ive always liked the lakers , cardinals , & yankees ? Haha
519647928546127872	403171568	Barbosa used to be a Rams fan 😂 but switched to the cardinals when they started doing good	519650452669874176	110288084	[MENTION] I've been a Cardinals fan since matt lienart went there & they sucked ? Haha
519761569987575808	440703398	[MENTION] eddy |ASCAfterShow |ASCQuiz	519761701458026496	440703398	[MENTION] eddy |ASCAfterShow |ASCQuiz
519939396993572864	484961764	taught my Niece how to say Cameron Dallas , it's not the best but you can make out what she's saying , it's just to cute 💕 [MENTION]	519939673792475136	484961764	We're still working on Nash 💕
519974669076926464	1088207396	I wanna tweet something but idk what to tweet	519975035965308928	467781586	[MENTION] tweet me something cute idk
519989916965412864	363961928	I can't wait to go back to North Carolina 😁	519991796773187584	99381112	[MENTION] [MENTION] See there , there is always |hope |staypositive RT [MENTION] I can't wait to go back to North Carolina
520004265382006784	330705266	I wanna do another follow spree soon . Stay tuned	520300319969136640	2744930975	“ [MENTION] : I wanna do another follow spree soon . Stay tuned ” YES PLEASE
520013151081738240	1088207396	IM SO HAPPY	520015563352211456	467781586	[MENTION] WHY
520264931128901632	379408088	So sick 😔	520264995888963584	1328060750	[MENTION] whats up shawn ?
520334418385567744	2482534992	I have never laughed so hard In my life [URL]	552681054126231552	2482534992	[MENTION] 😏😏😏
520337932062703616	163645988	I don't know how to be myself , cuz I don't even know who I am . so that's lame .	520412976294010880	139539038	,, [MENTION] u be who u want , act how u want . U create urself . that's the beauty of it . Plus I'd say ur pretty great how u are now🌞
520368020829384704	363961928	Maggie 😍	520368723677310976	467781586	[MENTION] otpppppp
520412976294010880	139539038	,, [MENTION] u be who u want , act how u want . U create urself . that's the beauty of it . Plus I'd say ur pretty great how u are now🌞	520413965692575744	163645988	. [MENTION] have I ever told u how rad I think u are ?
520629587769036800	484961764	[MENTION] cam really needs to follow us we've been waiting so long [MENTION] 😔💕💕💕💕	520630637028724736	484961764	[MENTION] [MENTION] we should just have our own conversation and see if he notices us xxxxx
520629587769036800	484961764	[MENTION] cam really needs to follow us we've been waiting so long [MENTION] 😔💕💕💕💕	520630890863820800	484961764	[MENTION] [MENTION] and idk what I'll do if you can't come 😥xxxxxxx
520629587769036800	484961764	[MENTION] cam really needs to follow us we've been waiting so long [MENTION] 😔💕💕💕💕	520631103028469760	484961764	[MENTION] [MENTION] maybe not that far 😕
520629587769036800	484961764	[MENTION] cam really needs to follow us we've been waiting so long [MENTION] 😔💕💕💕💕	520631303793029120	484961764	[MENTION] [MENTION] I think we should just persuade your mum 😁xxxxxxxx
